fold,file_id,speaker_id,state,sex,sentence_id,sentence_id_norm,tier,reference,hyp_greedy,hyp_sf,hyp_dra,hyp_general_sf,wer_greedy,wer_sf,wer_dra,wer_general_sf
2,S20_BA_F_008,S20,Bauchi,F,8,008,1,ina tai amai sau da yawa yau,ina ta amai sau da yawa yau,ina ta amai sau da yawa yau,ina ta amai sau da yawa yau,ina ta amai sau da yawa yau,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285
2,S21_BA_F_008,S21,Bauchi,F,8,008,1,ina tai amai sau da yawa yau,ina ta'amayi sau da yawayau,ina ta'amayi sau da yawa yau,ina ta'amayi sau da yawa yau,ina ta'amayi sau da yawa yau,57.14285714285714,28.57142857142857,28.57142857142857,28.57142857142857
2,S23_GO_F_008,S23,Gombe,F,8,008,1,ina tai amai sau da yawa yau,ina ci a mai sabu da yawaya,ana ci amaisabudaayawaya,ana ci amaisabudaayawaya,ina ci mai sau da yawa ya,85.71428571428571,100.0,100.0,42.857142857142854
2,S04_PL_M_011,S04,Plateau,M,11,011,2,an diba jinina a asibiti domin gwaji,an dibaijini na a asibiti domin gwaji,an dibaijini na a asibiti domin gwaji,an dibaijini na a asibiti domin gwaji,an dibaijini na a asibiti domin gwaji,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857
2,S06_GO_M_011,S06,Gombe,M,11,011,2,an diba jinina a asibiti domin gwaji,an diba jinina a asibiti domin qwagi,an diba jinina a asibiti domin gwaji,an diba jinina a asibiti domin gwaji,an diba jinina a asibiti domin gwaji,14.285714285714285,0.0,0.0,0.0
2,S08_TA_M_011,S08,Taraba,M,11,011,2,an diba jinina a asibiti domin gwaji,an diba jini a asibice domin gwaji,an diba jini a asibiti domin gwaji,an diba jini a asibiti domin gwaji,an diba jini a asibiti domin gwaji,28.57142857142857,14.285714285714285,14.285714285714285,14.285714285714285
2,S10_YO_M_011,S10,Yobe,M,11,011,2,an diba jinina a asibiti domin gwaji,an debi jini na a asibiti domin gwaji,an debi jini na a asibiti domin gwaji,an debi jini na a asibiti domin gwaji,an debi jini na a asibiti domin gwaji,42.857142857142854,42.857142857142854,42.857142857142854,42.857142857142854
2,S11_KD_M_011,S11,Kaduna,M,11,011,2,an diba jinina a asibiti domin gwaji,an diibajini na asibiti domin gwaji,an diibajini na asibiti domin gwaji,an diibajini na asibiti domin gwaji,an diibajini na asibiti domin gwaji,42.857142857142854,42.857142857142854,42.857142857142854,42.857142857142854
2,S13_GO_F_011,S13,Gombe,F,11,011,2,an diba jinina a asibiti domin gwaji,an diba jini na a asibiti domin gwaji,an dibajininaa asibiti domin gwaji,an dibajininaa asibiti domin gwaji,an diba jini na a asibiti domin gwaji,28.57142857142857,42.857142857142854,42.857142857142854,28.57142857142857
2,S18_GO_F_011,S18,Gombe,F,11,011,2,an diba jinina a asibiti domin gwaji,an diba jini na a asibiti domin gwaji,an diba jini na a asibiti domin gwaji,an diba jini na a asibiti domin gwaji,an diba jini na a asibiti domin gwaji,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857
2,S20_BA_F_011,S20,Bauchi,F,11,011,2,an diba jinina a asibiti domin gwaji,an di bajini na a asibiti domin gogi,andibajini na a asibiti domin goge,andibajini na a asibiti domin goge,an dibajini na a asibiti domin goge,57.14285714285714,57.14285714285714,57.14285714285714,42.857142857142854
2,S21_BA_F_011,S21,Bauchi,F,11,011,2,an diba jinina a asibiti domin gwaji,an debajini na a asibiti domin gwaji,an debajini na a asibiti domin gwaji,an debajini na a asibiti domin gwaji,an debajini na a asibiti domin gwaji,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857
2,S23_GO_F_011,S23,Gombe,F,11,011,2,an diba jinina a asibiti domin gwaji,i an dibijini na a asibisi domin gwaji,an dibijini na asibisi domin gwaji,an dibijini na asibisi domin gwaji,an dibijini na a asibisi domin gwaji,57.14285714285714,57.14285714285714,57.14285714285714,42.857142857142854
2,S04_PL_M_018,S04,Plateau,M,18,018,2,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafiya a kashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a kashin baya kuma ba ta iya tsayawa tsawon lokaci,15.384615384615385,0.0,0.0,7.6923076923076925
2,S06_GO_M_018,S06,Gombe,M,18,018,2,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin sa fi a kashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a kashin baya kuma ba ta iya tsayawa tsawon lokaci,23.076923076923077,0.0,0.0,7.6923076923076925
2,S08_TA_M_018,S08,Taraba,M,18,018,2,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a kashin baya kuma ba ta iya sayawa tsohon lokaci,tana jin zafi a kashin baya kuma ba ta iya sayawa tsohon lokaci,tana jin zafi a kashin baya kuma ba ta iya sayawa tsohon lokaci,tana jin zafi a kashin baya kuma ba ta iya sayawa tsohon lokaci,23.076923076923077,23.076923076923077,23.076923076923077,23.076923076923077
2,S10_YO_M_018,S10,Yobe,M,18,018,2,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tanajin zafi a kashin baya kuma ba ta iya tsayawa tsamon lokaci,tana jin zafi a kashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a kashin baya kuma ba ta iya tsayawa tsawon lokaci,30.76923076923077,7.6923076923076925,0.0,7.6923076923076925
2,S11_KD_M_018,S11,Kaduna,M,18,018,2,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tanajin zafi a kashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a kashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a kashin baya kuma ba ta iya tsayawa tsawon lokaci,23.076923076923077,7.6923076923076925,0.0,7.6923076923076925
2,S13_GO_F_018,S13,Gombe,F,18,018,2,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a kashin baya kuma bata iya tsayawa tsawon lokaci,tana jin zafi a kashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a kashin baya kuma ba ta iya tsayawa tsawon lokaci,23.076923076923077,7.6923076923076925,0.0,7.6923076923076925
2,S18_GO_F_018,S18,Gombe,F,18,018,2,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a kashin baya kuma ba ta iya sayawa na tsawon lokaci,tana jin zafi a kashin baya kuma ba ta iya sayawa na tsawon lokaci,tana jin zafi a kashin baya kuma ba ta iya sayawa na tsawon lokaci,tana jin zafi a kashin baya kuma ba ta iya sayawa na tsawon lokaci,23.076923076923077,23.076923076923077,23.076923076923077,23.076923076923077
2,S20_BA_F_018,S20,Bauchi,F,18,018,2,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a kashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a kashin baya kuma ba ta iya tsayawa tsawon lokaci,7.6923076923076925,0.0,0.0,7.6923076923076925
2,S21_BA_F_018,S21,Bauchi,F,18,018,2,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a gashen baya kuma ba ta iyi tsayawa tsawon lokaci,tana jin zafi a gashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a gashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a gashen baya kuma ba ta iya tsayawa tsawon lokaci,15.384615384615385,7.6923076923076925,7.6923076923076925,7.6923076923076925
2,S23_GO_F_018,S23,Gombe,F,18,018,2,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a kashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a kashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a ƙashin baya kuma ba ta iya tsayawa tsawon lokaci,tana jin zafi a kashin baya kuma ba ta iya tsayawa tsawon lokaci,7.6923076923076925,7.6923076923076925,0.0,7.6923076923076925
2,S04_PL_M_025,S04,Plateau,M,25,025,3,likita ya bayyana cewa zan buƙaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba cikin makonni biyu,likita ya bayyana cewa zon buƙaci yin tiyata idan makon guna na yau da kullun ba su yi aiki ba cikin makonni biyu,likita ya bayyana cewa zan buƙaci yin tiyata idan makonguna na yau da kullun ba su yi aiki ba cikin makonni biyu,likita ya bayyana cewa zan buƙaci yin tiyata idan makonguna na yau da kullun ba su yi aiki ba cikin makonni biyu,likita ya bayyana cewa zan buƙaci yin tiyata idan makon guna na yau da kullun ba su yi aiki ba cikin makonni biyu,18.181818181818183,9.090909090909092,9.090909090909092,13.636363636363635
2,S06_GO_M_025,S06,Gombe,M,25,025,3,likita ya bayyana cewa zan buƙaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba cikin makonni biyu,likita ya bayana cewa zambuka ci yin tiyadda idan magunguna na yau da kulun ba su yi aiki ba cikin makoni biyu,likita ya bayana cewa zambukaciyin tiyadda idan magunguna na yau da kullum ba su yi aiki ba cikin makoni biyu,likita ya bayana cewa zambukaciyin tiyadda idan magunguna na yau da kullum ba su yi aiki ba cikin makoni biyu,likita ya bayana cewa zambukaciyin tiyadda idan magunguna na yau da kullun ba su yi aiki ba cikin makoni biyu,27.27272727272727,27.27272727272727,27.27272727272727,31.818181818181817
2,S08_TA_M_025,S08,Taraba,M,25,025,3,likita ya bayyana cewa zan buƙaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba cikin makonni biyu,likita ya bayana cewa zan buƙaci yin tiyata idan magunguna na yau da kullun ba su yi aiki ba jikin makuni biyu,likita ya bayyana cewa zan bukaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba jikin makuni biyu,likita ya bayyana cewa zan bukaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba jikin makuni biyu,likita ya bayyana cewa zan bukaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba jikin makuni biyu,18.181818181818183,13.636363636363635,13.636363636363635,13.636363636363635
2,S10_YO_M_025,S10,Yobe,M,25,025,3,likita ya bayyana cewa zan buƙaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba cikin makonni biyu,likita ya bayyana cewa zan buƙaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba a cikin makunni biyu,likita ya bayyana cewa zan buƙaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba a cikin makunni biyu,likita ya bayyana cewa zan buƙaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba a cikin makunni biyu,likita ya bayyana cewa zan buƙaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba a cikin makunni biyu,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092
2,S11_KD_M_025,S11,Kaduna,M,25,025,3,likita ya bayyana cewa zan buƙaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba cikin makonni biyu,likita ya bayyana cewa zan buƙaci yin tiyata idan magunguna na yau da kullun ba su yi aiki ba cikin makonni biyu,likita ya bayyana cewa zan buƙaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba cikin makonni biyu,likita ya bayyana cewa zan bukaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba cikin makonni biyu,likita ya bayyana cewa zan bukaci yin tiyata idan magunguna na yau da kullun ba su yi aiki ba cikin makonni biyu,4.545454545454546,0.0,4.545454545454546,9.090909090909092
2,S13_GO_F_025,S13,Gombe,F,25,025,3,likita ya bayyana cewa zan buƙaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba cikin makonni biyu,likita ya bayyana cewa zon buƙaci yin tiyata idan magunguna na yau da kullun ba suyi aiki ba cikin makonni biyu,likita ya bayyana cewa zan bukaci yin tiyata idan magunguna na yau da kullun ba suyi aiki ba cikin makonni biyu,likita ya bayyana cewa zan bukaci yin tiyata idan magunguna na yau da kullun ba suyi aiki ba cikin makonni biyu,likita ya bayyana cewa zan bukaci yin tiyata idan magunguna na yau da kullun ba suyi aiki ba cikin makonni biyu,18.181818181818183,18.181818181818183,18.181818181818183,18.181818181818183
2,S18_GO_F_025,S18,Gombe,F,25,025,3,likita ya bayyana cewa zan buƙaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba cikin makonni biyu,likita ya bayyana cewa zan buƙaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba cikin makoki biyu,likita ya bayyana cewa zan bukaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba cikin makoki biyu,likita ya bayyana cewa zan bukaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba cikin makoki biyu,likita ya bayyana cewa zan bukaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba cikin makoki biyu,4.545454545454546,9.090909090909092,9.090909090909092,9.090909090909092
2,S20_BA_F_025,S20,Bauchi,F,25,025,3,likita ya bayyana cewa zan buƙaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba cikin makonni biyu,likita ya bayyana cewa zon buƙaciyin tiyata idan ma gungunana na yau da kullun ba su yi aiki ba cikin makonni biyu,likita ya bayyana cewa zan bukaci yin tiyata idan magunguna na na yau da kullum ba su yi aiki ba cikin makonni biyu,likita ya bayyana cewa zan bukaci yin tiyata idan magunguna na na yau da kullum ba su yi aiki ba cikin makonni biyu,likita ya bayyana cewa zan bukaci yin tiyata idan magunguna na na yau da kullun ba su yi aiki ba cikin makonni biyu,27.27272727272727,9.090909090909092,9.090909090909092,13.636363636363635
2,S21_BA_F_025,S21,Bauchi,F,25,025,3,likita ya bayyana cewa zan buƙaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba cikin makonni biyu,likita ya bayyana cewa zon buƙaciin tiyata idan ma gunguna na nayau da kullun ba suyi aiki ba cikin makonni biyu,likita ya bayyana cewa zan buƙaci tiyata idan magunguna na na yau da kullun ba su yi aiki ba cikin makonni biyu,likita ya bayyana cewa zan buƙaci tiyata idan magunguna na na yau da kullun ba su yi aiki ba cikin makonni biyu,likita ya bayyana cewa zan buƙaci tiyata idan magunguna na na yau da kullun ba su yi aiki ba cikin makonni biyu,40.909090909090914,13.636363636363635,13.636363636363635,13.636363636363635
2,S23_GO_F_025,S23,Gombe,F,25,025,3,likita ya bayyana cewa zan buƙaci yin tiyata idan magunguna na yau da kullum ba su yi aiki ba cikin makonni biyu,likita ya bayyana cewa zon buƙaci in tiyata idan magon gunana na yau da kullun ba su yi aiki cikin makonni biyu,likita ya bayyana cewa zan bukaci in tiyata idan magon gunana na yau da kullum ba su yi aiki cikin makonni biyu,likita ya bayyana cewa zan bukaci in tiyata idan magon gunana na yau da kullum ba su yi aiki cikin makonni biyu,likita ya bayyana cewa zan buƙaci in tiyata idan magon gunana na yau da kullun ba su yi aiki cikin makonni biyu,27.27272727272727,22.727272727272727,22.727272727272727,22.727272727272727
3,S04_PL_M_001,S04,Plateau,M,1,001,1,ka sha ruwa mai yawa kowace rana,kasha ruwa mai yawa kowace rana,kasha ruwa mai yawa kowace rana,kasha ruwa mai yawa kowace rana,kasha ruwa mai yawa kowace rana,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857
3,S06_GO_M_001,S06,Gombe,M,1,001,1,ka sha ruwa mai yawa kowace rana,ka sha ruwa mai yawa kowace rana,ka sha ruwa mai yawa ko wace rana,ka sha ruwa mai yawa ko wace rana,ka sha ruwa mai yawa kowace rana,0.0,28.57142857142857,28.57142857142857,0.0
3,S08_TA_M_001,S08,Taraba,M,1,001,1,ka sha ruwa mai yawa kowace rana,kasharwa mai yawa kowace rana,kasharwa mai yawa kowace rana,kasharwa mai yawa kowace rana,ka sha ruwa mai yawa kowace rana,42.857142857142854,42.857142857142854,42.857142857142854,0.0
3,S10_YO_M_001,S10,Yobe,M,1,001,1,ka sha ruwa mai yawa kowace rana,kasha ruwa mai yawa ko wace rana,kasha ruwa mai yawa ko wace rana,kasha ruwa mai yawa ko wace rana,kasha ruwa mai yawa ko wace rana,57.14285714285714,57.14285714285714,57.14285714285714,57.14285714285714
3,S11_KD_M_001,S11,Kaduna,M,1,001,1,ka sha ruwa mai yawa kowace rana,kasha ruwa mai yawa a kowace rana,ka sha ruwa mai yawa a kowace rana,ka sha ruwa mai yawa a kowace rana,ka sha ruwa mai yawa a kowace rana,42.857142857142854,14.285714285714285,14.285714285714285,14.285714285714285
3,S13_GO_F_001,S13,Gombe,F,1,001,1,ka sha ruwa mai yawa kowace rana,kasha ruwa mai yawa kowace rana,kasha ruwa mai yawa ko wace rana,kasha ruwa mai yawa kowace rana,kasha ruwa mai yawa kowace rana,28.57142857142857,57.14285714285714,28.57142857142857,28.57142857142857
3,S18_GO_F_001,S18,Gombe,F,1,001,1,ka sha ruwa mai yawa kowace rana,kasha ruwa mai yawa kowace rana,kasha ruwa mai yawa kowace rana,kasha ruwa mai yawa kowace rana,kasha ruwa mai yawa kowace rana,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857
3,S20_BA_F_001,S20,Bauchi,F,1,001,1,ka sha ruwa mai yawa kowace rana,asha ruwa da yawa kowace rana,a sha ruwa da yawa kowace rana,a sha ruwa da yawa kowace rana,a sha ruwa da yawa kowace rana,42.857142857142854,28.57142857142857,28.57142857142857,28.57142857142857
3,S21_BA_F_001,S21,Bauchi,F,1,001,1,ka sha ruwa mai yawa kowace rana,kasharuwa mai yawa kowace rana,ka sha ruwa mai yawa ko wace rana,ka sha ruwa mai yawa ko wace rana,kasha ruwa mai yawa kowace rana,42.857142857142854,28.57142857142857,28.57142857142857,28.57142857142857
3,S23_GO_F_001,S23,Gombe,F,1,001,1,ka sha ruwa mai yawa kowace rana,kasha ruwa mai yawa kowace rana,kasha ruwa mai yawa kowace rana,kasha ruwa mai yawa kowace rana,kasha ruwa mai yawa kowace rana,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857
3,S04_PL_M_004,S04,Plateau,M,4,004,1,ina buƙatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
3,S06_GO_M_004,S06,Gombe,M,4,004,1,ina buƙatar magani don ciwon kai,i na-abukata maga naitociwonke,a na bukata magana itociwonke,a na bukatar magana itociwonke,i na bukata magana itociwonke,100.0,100.0,100.0,100.0
3,S08_TA_M_004,S08,Taraba,M,4,004,1,ina buƙatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
3,S10_YO_M_004,S10,Yobe,M,4,004,1,ina buƙatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
3,S11_KD_M_004,S11,Kaduna,M,4,004,1,ina buƙatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
3,S13_GO_F_004,S13,Gombe,F,4,004,1,ina buƙatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
3,S18_GO_F_004,S18,Gombe,F,4,004,1,ina buƙatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
3,S20_BA_F_004,S20,Bauchi,F,4,004,1,ina buƙatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
3,S21_BA_F_004,S21,Bauchi,F,4,004,1,ina buƙatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina bukatar magani don ciwon kai,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
3,S23_GO_F_004,S23,Gombe,F,4,004,1,ina buƙatar magani don ciwon kai,ina bukatar magani don ciwon kai,ina buƙatar magani don ciwon kai,ina buƙatar magani don ciwon kai,ina bukatar magani don ciwon kai,16.666666666666664,0.0,0.0,16.666666666666664
3,S04_PL_M_013,S04,Plateau,M,13,013,2,ina da tari mai tsanani tun sati ɗaya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092
3,S06_GO_M_013,S06,Gombe,M,13,013,2,ina da tari mai tsanani tun sati ɗaya da ya wuce,ina da tari mai tsanani tun sati da ya wuce,ina da tari mai tsanani tun sati da ya wuce,ina da tari mai tsanani tun sati da ya wuce,ina da tari mai tsanani tun sati da ya wuce,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092
3,S08_TA_M_013,S08,Taraba,M,13,013,2,ina da tari mai tsanani tun sati ɗaya da ya wuce,yana da tari mai tsanani tun sati daya da ya wuce,yana da tari mai tsanani tun sati daya da ya wuce,yana da tari mai tsanani tun sati daya da ya wuce,yana da tari mai tsanani tun sati daya da ya wuce,18.181818181818183,18.181818181818183,18.181818181818183,18.181818181818183
3,S10_YO_M_013,S10,Yobe,M,13,013,2,ina da tari mai tsanani tun sati ɗaya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092
3,S11_KD_M_013,S11,Kaduna,M,13,013,2,ina da tari mai tsanani tun sati ɗaya da ya wuce,ina da tari mai tsanani tun sate daya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,ina da tari mai tsanani tun sace daya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,18.181818181818183,9.090909090909092,18.181818181818183,9.090909090909092
3,S13_GO_F_013,S13,Gombe,F,13,013,2,ina da tari mai tsanani tun sati ɗaya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092
3,S18_GO_F_013,S18,Gombe,F,13,013,2,ina da tari mai tsanani tun sati ɗaya da ya wuce,ina da tari mai sanani tun sati daya da ya wuce,ina da tari mai sanani tun sati daya da ya wuce,ina da tari mai sanani tun sati daya da ya wuce,ina da tari mai sanani tun sati daya da ya wuce,18.181818181818183,18.181818181818183,18.181818181818183,18.181818181818183
3,S20_BA_F_013,S20,Bauchi,F,13,013,2,ina da tari mai tsanani tun sati ɗaya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092
3,S21_BA_F_013,S21,Bauchi,F,13,013,2,ina da tari mai tsanani tun sati ɗaya da ya wuce,ina da tari mai tsanani tun saci daya da ya wuce,ina da tari mai tsanani tun sace daya da ya wuce,ina da tari mai tsanani tun sace daya da ya wuce,ina da tari mai tsanani tun saci daya da ya wuce,18.181818181818183,18.181818181818183,18.181818181818183,18.181818181818183
3,S23_GO_F_013,S23,Gombe,F,13,013,2,ina da tari mai tsanani tun sati ɗaya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,ina da tari mai tsanani tun sati daya da ya wuce,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092
3,S04_PL_M_019,S04,Plateau,M,19,019,2,likita ya rubuta mun magunguna guda uku dabandaban,likita ya rubuta mun magon guna guda uku daban-daban,likita ya rubuta mun magunguna guda uku daban-daban,likita ya rubuta mun magunguna guda uku daban-daban,likita ya rubuta mun magunguna guda uku daban-daban,37.5,12.5,12.5,12.5
3,S06_GO_M_019,S06,Gombe,M,19,019,2,likita ya rubuta mun magunguna guda uku dabandaban,likita ya rubuta mu maganunan guda 3ku daban-daban,likita ya rubuta mu maganunan guda uku daban-daban,likita ya rubuta mu maganunan guda uku daban-daban,likita ya rubuta mu magananan guda uku daban-daban,50.0,37.5,37.5,37.5
3,S08_TA_M_019,S08,Taraba,M,19,019,2,likita ya rubuta mun magunguna guda uku dabandaban,likita ya rubuta mun magunguna guda uku daban-daban,likita ya rubuta mun magunguna guda uku daban-daban,likita ya rubuta mun magunguna guda uku daban-daban,likita ya rubuta mun magunguna guda uku daban-daban,12.5,12.5,12.5,12.5
3,S10_YO_M_019,S10,Yobe,M,19,019,2,likita ya rubuta mun magunguna guda uku dabandaban,likita ya rubuta mun magunguna guda 3 daban-daban,likita ya rubuta mun magunguna guda daban-daban,likita ya rubuta mun magunguna guda daban-daban,likita ya rubuta mun magunguna guda 3 daban-daban,25.0,25.0,25.0,25.0
3,S11_KD_M_019,S11,Kaduna,M,19,019,2,likita ya rubuta mun magunguna guda uku dabandaban,likita ya rubuta min magunguna guda 3u daban-daban,likita ya rubuta min magunguna guda uku daban-daban,likita ya rubuta min magunguna guda uku daban-daban,likita ya rubuta min magunguna guda uku daban daban,37.5,25.0,25.0,37.5
3,S13_GO_F_019,S13,Gombe,F,19,019,2,likita ya rubuta mun magunguna guda uku dabandaban,likita ya rubuta mun magunguna guda 3ku daban-daban,likita ya rubuta mun magunguna guda uku daban-daban,likita ya rubuta mun magunguna guda uku daban-daban,likita ya rubuta mun magunguna guda uku daban daban,25.0,12.5,12.5,25.0
3,S18_GO_F_019,S18,Gombe,F,19,019,2,likita ya rubuta mun magunguna guda uku dabandaban,likita ya rubuta mun magunguna guda 3ku daban-daban,likita ya rubuta mun magunguna guda uku daban-daban,likita ya rubuta mun magunguna guda uku daban-daban,likita ya rubuta mun magunguna guda uku daban daban,25.0,12.5,12.5,25.0
3,S20_BA_F_019,S20,Bauchi,F,19,019,2,likita ya rubuta mun magunguna guda uku dabandaban,likita ya rubuta mun magunguna guda 3 daban-daban,likita ya rubuta mun magunguna guda uku daban-daban,likita ya rubuta mun magunguna guda uku daban-daban,likita ya rubuta mun magunguna guda 3 daban daban,25.0,12.5,12.5,37.5
