file_id,fold,speaker_id,state,sex,tier,sentence_id,reference,total_terms,correct_greedy,correct_sf,correct_dra,mter_greedy,mter_sf,mter_dra
S06_GO_M_024,4,S06,Gombe,M,3,24,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da haɗari,5,4,4,4,19.999999999999996,19.999999999999996,19.999999999999996
S08_TA_M_024,4,S08,Taraba,M,3,24,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da haɗari,5,5,5,5,0.0,0.0,0.0
S10_YO_M_024,4,S10,Yobe,M,3,24,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da haɗari,5,5,5,5,0.0,0.0,0.0
S11_KD_M_024,4,S11,Kaduna,M,3,24,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da haɗari,5,5,5,5,0.0,0.0,0.0
S13_GO_F_024,4,S13,Gombe,F,3,24,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da haɗari,5,5,5,5,0.0,0.0,0.0
S18_GO_F_024,4,S18,Gombe,F,3,24,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da haɗari,5,4,4,4,19.999999999999996,19.999999999999996,19.999999999999996
S20_BA_F_024,4,S20,Bauchi,F,3,24,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da haɗari,5,4,5,4,19.999999999999996,0.0,19.999999999999996
S21_BA_F_024,4,S21,Bauchi,F,3,24,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da haɗari,5,4,5,4,19.999999999999996,0.0,19.999999999999996
S23_GO_F_024,4,S23,Gombe,F,3,24,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da haɗari,5,5,5,5,0.0,0.0,0.0
S04_PL_M_002,5,S04,Plateau,M,1,2,ina jin zafi a kirjina,2,1,1,1,50.0,50.0,50.0
S06_GO_M_002,5,S06,Gombe,M,1,2,ina jin zafi a kirjina,2,0,0,0,100.0,100.0,100.0
S08_TA_M_002,5,S08,Taraba,M,1,2,ina jin zafi a kirjina,2,1,1,1,50.0,50.0,50.0
S10_YO_M_002,5,S10,Yobe,M,1,2,ina jin zafi a kirjina,2,1,1,1,50.0,50.0,50.0
S11_KD_M_002,5,S11,Kaduna,M,1,2,ina jin zafi a kirjina,2,1,1,1,50.0,50.0,50.0
S13_GO_F_002,5,S13,Gombe,F,1,2,ina jin zafi a kirjina,2,1,1,1,50.0,50.0,50.0
S18_GO_F_002,5,S18,Gombe,F,1,2,ina jin zafi a kirjina,2,1,1,1,50.0,50.0,50.0
S20_BA_F_002,5,S20,Bauchi,F,1,2,ina jin zafi a kirjina,2,1,1,1,50.0,50.0,50.0
S21_BA_F_002,5,S21,Bauchi,F,1,2,ina jin zafi a kirjina,2,1,1,1,50.0,50.0,50.0
S23_GO_F_002,5,S23,Gombe,F,1,2,ina jin zafi a kirjina,2,0,0,0,100.0,100.0,100.0
S04_PL_M_005,5,S04,Plateau,M,1,5,ka huta sosai don ka warke da wuri,1,0,0,0,100.0,100.0,100.0
S06_GO_M_005,5,S06,Gombe,M,1,5,ka huta sosai don ka warke da wuri,1,0,0,0,100.0,100.0,100.0
S08_TA_M_005,5,S08,Taraba,M,1,5,ka huta sosai don ka warke da wuri,1,0,0,0,100.0,100.0,100.0
S10_YO_M_005,5,S10,Yobe,M,1,5,ka huta sosai don ka warke da wuri,1,0,1,1,100.0,0.0,0.0
S11_KD_M_005,5,S11,Kaduna,M,1,5,ka huta sosai don ka warke da wuri,1,0,0,0,100.0,100.0,100.0
S13_GO_F_005,5,S13,Gombe,F,1,5,ka huta sosai don ka warke da wuri,1,0,0,0,100.0,100.0,100.0
S18_GO_F_005,5,S18,Gombe,F,1,5,ka huta sosai don ka warke da wuri,1,0,0,0,100.0,100.0,100.0
S20_BA_F_005,5,S20,Bauchi,F,1,5,ka huta sosai don ka warke da wuri,1,0,0,0,100.0,100.0,100.0
S21_BA_F_005,5,S21,Bauchi,F,1,5,ka huta sosai don ka warke da wuri,1,0,0,0,100.0,100.0,100.0
S23_GO_F_005,5,S23,Gombe,F,1,5,ka huta sosai don ka warke da wuri,1,0,0,0,100.0,100.0,100.0
S04_PL_M_009,5,S04,Plateau,M,2,9,likita ya ce ina da zazzabin cizon sauro kuma ya rubuta magani,6,6,6,6,0.0,0.0,0.0
S06_GO_M_009,5,S06,Gombe,M,2,9,likita ya ce ina da zazzabin cizon sauro kuma ya rubuta magani,6,5,5,5,16.666666666666664,16.666666666666664,16.666666666666664
S08_TA_M_009,5,S08,Taraba,M,2,9,likita ya ce ina da zazzabin cizon sauro kuma ya rubuta magani,6,4,4,4,33.333333333333336,33.333333333333336,33.333333333333336
S10_YO_M_009,5,S10,Yobe,M,2,9,likita ya ce ina da zazzabin cizon sauro kuma ya rubuta magani,6,5,5,5,16.666666666666664,16.666666666666664,16.666666666666664
S11_KD_M_009,5,S11,Kaduna,M,2,9,likita ya ce ina da zazzabin cizon sauro kuma ya rubuta magani,6,5,6,6,16.666666666666664,0.0,0.0
S13_GO_F_009,5,S13,Gombe,F,2,9,likita ya ce ina da zazzabin cizon sauro kuma ya rubuta magani,6,5,5,5,16.666666666666664,16.666666666666664,16.666666666666664
S18_GO_F_009,5,S18,Gombe,F,2,9,likita ya ce ina da zazzabin cizon sauro kuma ya rubuta magani,6,6,6,6,0.0,0.0,0.0
S20_BA_F_009,5,S20,Bauchi,F,2,9,likita ya ce ina da zazzabin cizon sauro kuma ya rubuta magani,6,6,6,6,0.0,0.0,0.0
S21_BA_F_009,5,S21,Bauchi,F,2,9,likita ya ce ina da zazzabin cizon sauro kuma ya rubuta magani,6,5,5,5,16.666666666666664,16.666666666666664,16.666666666666664
S23_GO_F_009,5,S23,Gombe,F,2,9,likita ya ce ina da zazzabin cizon sauro kuma ya rubuta magani,6,5,5,5,16.666666666666664,16.666666666666664,16.666666666666664
S04_PL_M_014,5,S04,Plateau,M,2,14,likita ya umurce ni da in dawo bayan kwana bakwai don duba,3,3,3,3,0.0,0.0,0.0
S06_GO_M_014,5,S06,Gombe,M,2,14,likita ya umurce ni da in dawo bayan kwana bakwai don duba,3,3,3,3,0.0,0.0,0.0
S08_TA_M_014,5,S08,Taraba,M,2,14,likita ya umurce ni da in dawo bayan kwana bakwai don duba,3,2,3,3,33.333333333333336,0.0,0.0
S10_YO_M_014,5,S10,Yobe,M,2,14,likita ya umurce ni da in dawo bayan kwana bakwai don duba,3,2,3,3,33.333333333333336,0.0,0.0
S11_KD_M_014,5,S11,Kaduna,M,2,14,likita ya umurce ni da in dawo bayan kwana bakwai don duba,3,3,3,3,0.0,0.0,0.0
S13_GO_F_014,5,S13,Gombe,F,2,14,likita ya umurce ni da in dawo bayan kwana bakwai don duba,3,3,3,3,0.0,0.0,0.0
S18_GO_F_014,5,S18,Gombe,F,2,14,likita ya umurce ni da in dawo bayan kwana bakwai don duba,3,2,2,2,33.333333333333336,33.333333333333336,33.333333333333336
S20_BA_F_014,5,S20,Bauchi,F,2,14,likita ya umurce ni da in dawo bayan kwana bakwai don duba,3,2,3,3,33.333333333333336,0.0,0.0
S21_BA_F_014,5,S21,Bauchi,F,2,14,likita ya umurce ni da in dawo bayan kwana bakwai don duba,3,2,3,3,33.333333333333336,0.0,0.0
S23_GO_F_014,5,S23,Gombe,F,2,14,likita ya umurce ni da in dawo bayan kwana bakwai don duba,3,2,3,3,33.333333333333336,0.0,0.0
S04_PL_M_023,5,S04,Plateau,M,3,23,an shawarce ni da in guji abinci mai yawan kise da gishiri saboda matsalar zuciyata,2,0,0,0,100.0,100.0,100.0
S06_GO_M_023,5,S06,Gombe,M,3,23,an shawarce ni da in guji abinci mai yawan kise da gishiri saboda matsalar zuciyata,2,0,0,0,100.0,100.0,100.0
S08_TA_M_023,5,S08,Taraba,M,3,23,an shawarce ni da in guji abinci mai yawan kise da gishiri saboda matsalar zuciyata,2,0,0,0,100.0,100.0,100.0
S10_YO_M_023,5,S10,Yobe,M,3,23,an shawarce ni da in guji abinci mai yawan kise da gishiri saboda matsalar zuciyata,2,0,0,0,100.0,100.0,100.0
S11_KD_M_023,5,S11,Kaduna,M,3,23,an shawarce ni da in guji abinci mai yawan kise da gishiri saboda matsalar zuciyata,2,0,0,0,100.0,100.0,100.0
S13_GO_F_023,5,S13,Gombe,F,3,23,an shawarce ni da in guji abinci mai yawan kise da gishiri saboda matsalar zuciyata,2,0,0,0,100.0,100.0,100.0
S18_GO_F_023,5,S18,Gombe,F,3,23,an shawarce ni da in guji abinci mai yawan kise da gishiri saboda matsalar zuciyata,2,1,1,1,50.0,50.0,50.0
S20_BA_F_023,5,S20,Bauchi,F,3,23,an shawarce ni da in guji abinci mai yawan kise da gishiri saboda matsalar zuciyata,2,0,0,0,100.0,100.0,100.0
S21_BA_F_023,5,S21,Bauchi,F,3,23,an shawarce ni da in guji abinci mai yawan kise da gishiri saboda matsalar zuciyata,2,0,0,0,100.0,100.0,100.0
S23_GO_F_023,5,S23,Gombe,F,3,23,an shawarce ni da in guji abinci mai yawan kise da gishiri saboda matsalar zuciyata,2,0,0,0,100.0,100.0,100.0
